,dialogue_id,dialogue_turn,text,annotation,multi_labels,Elicit-Pref,No-Need,Non-strategic,Other-Need,Promote-coordination,Self-Need,Showing-Empathy,Small-talk,UV-Part,Vouch-Fair,tr_translate
10,215,10,"alright, so I'll keep the water, and firewood, and give you 2 extra food.  Does that sound like a good deal?","Promote-coordination,Elicit-Pref","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0,0,0,1,0,0,0,0,0,"Tamam, suyı ve oğlu tutacağım ve sana 2 daha yemek vereceğim, bu iyi bir şey gibi geliyor mu?"
11,215,11,I actually need one firewood and one food package. I can give you one water. ,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,"Gerçekten bir oğlu ve bir yemek paket ihtiyacım var, sana bir su verebilirim."
12,215,12,That sounds great.  Thank you,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Harika görünüyor, teşekkürler."
13,216,0,Hello!,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,Merhaba!
14,216,1,Hey there. How are you doing?,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,"Hey, nasılsın?"
15,216,2,Great! What do you look for most when camping?,"Small-talk,Elicit-Pref","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,0,0,0,0,0,0,1,0,0,Çok çoğunu kamp ederken ne arıyorsun?
16,216,3,Definitely water. The weather is so damn hot.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Kesinlikle su, hava çok sıcak."
17,216,4,Water is important!! To me firewood is more important as I have anemia and I'm ALWAYS cold lol,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,Benim için anemya varken daha önemli ve ben hep soğuk olduğum.
18,216,5,Alright. I have a  feeling we will have a deal then. How about you give me two water for a firewood?,Promote-coordination,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,1,0,0,0,0,0,O zaman anlaşmamız için bir hissediyorum.
19,216,6,that sounds like a plan,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Plan gibi görünüyor.
20,216,7,how many firewood you need? Maybe we could also exchange one food for one more firewood?,Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,Belki de bir yemek daha bir yemek değiştirebiliriz.
21,216,8,"I would appreciate that, I was thinking of asking that! I would not require much in the way of extra food or water but the fire wood would be important!",No-Need,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0,0,0,"Bunu bilirdim, bunu istemeyi düşünüyordum!"
22,216,9,So I get two water for one firewood and one food for one firewood. So do we have a deal then?,Promote-coordination,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,1,0,0,0,0,0,O zaman bir anlaşmamız var mı?
23,216,10,"sounds like a deal, yes",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Anlaşma gibi görünüyor, evet."
24,216,11,Alright sir. It was a pleasure doing business with you.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Pekala efendim, sizinle iş yapmak çok sevindim."
25,217,0,"Hello, how are you? 🙂",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,"Merhaba, nasılsın?"
26,217,1,"I'm good, how are you doing today?",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,"İyiyim, bugün nasılsın?"
27,217,2,I'm doing great!  I'm on the first camping trip with my five children.,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,Beş çocuklarımla ilk kamp yoldayım.
28,217,3,"Wow, that's amazing. My parents took me camping when I was young. Now we going hiking every other weekend. What do you plan on doing?",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,Çok genç olduğumda babam beni kamp götürdü.
29,217,4,"That sounds like so much fun!  I hope we get to hike some.  I have my four month old baby with us which is exciting.  I'm worried I didn't bring enough water for his bottles, though.","Small-talk,Other-Need","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",0,0,0,1,0,0,0,1,0,0,"Çok eğlenceli görünüyor, umurumda dört aylık bebeğim heyecanlı bir şey var."
30,217,5,"That sucks, you need to be hydrated. What supplies do you require? My family loves to grill, so we do require food.","Showing-Empathy,Elicit-Pref,Other-Need,Self-Need","[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",1,0,0,1,0,1,1,0,0,0,"Ailem gizlemeyi seviyor, o yüzden yemek isteyeceğiz."
31,217,6,Grilling is so much fun!  We left our grill at home so we can't really do that.  I will trade you some food for some water if you would like?,"Small-talk,Promote-coordination","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,0,0,0,1,0,0,1,0,0,Bunu gerçekten yapamayacağımız için evde bıraktık.
32,217,7,sure that sounds fair,Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1,"Eminim, adil görünüyor."
33,217,8,"Ok, do you have any interest in any fire wood?",Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,"Tamam, ateş ağacıyla ilgileniyor musun?"
34,217,9,"I do need firewood, we cook over open flames. 😮How you get 2 water, 1 food and 1 firewood?",Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,"İki su, 1 yemek ve 1 ateşi nasıl yaparsın?"
35,217,10,"How about if I give you 3 food for 3 waters, and then we split the firewood?",Promote-coordination,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,1,0,0,0,0,0,Eğer 3 su için 3 yemek verirsem ve odayı bölüyoruz?
36,217,11,"I do require at least one water, hiking is very physical demanding. Also there are 3 firewoods?",Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,"En azından bir su isteyeceğim, yürüşme çok fiziksel dikkatlidir."
37,217,12,"yes there are 3 firewoods.  Okay I understand about the water.  then how about 2 foods for 2 waters, and we somehow divide the three firewoods? 🙂","Promote-coordination,Showing-Empathy","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",0,0,0,0,1,0,1,0,0,0,"Tamam, su hakkında anlıyorum, sonra iki su için 2 yemek, ve birşey olarak üç ağaç bölüyoruz?"
38,217,13,Could I possibly get 2 firewoods? Assuming Water is your high value item?,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,İki ağaç alabilir miyim?
39,217,14,"Sure, we can do that",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Tabii ki bunu yapabiliriz.
40,218,0,Hello I would like to have two bottles of water and in trade will take 1 food and firewood for a higher amount of water.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Merhaba, iki şişe su ve ayrıca bir yemek ve bir çeşit su için bir yemek almak isterim."
41,218,1,Hello. I would consider giving you 2 waters for 3 firewood and 2 food. I have a large family so the additional firewood will help with warmth and cooking food. 🙂,"Other-Need,Self-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0,0,Bir ailem büyük bir aile var bu yüzden sıcaklık ve yemek yemekle yardımcı olacak. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ) . . . . . . . . . . ) ) . . . . ) . . . . . . ) . . .
42,218,2,That sounds like you could  really use the extra warmth for your family,Showing-Empathy,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,0,0,0,0,0,1,0,0,0,Bu gerçekten ailenin için daha sıcaklığını kullanabilirsin.
43,218,3,Yes it is very much needed. My family doesn't have a lot of extra bedding so having the warmth of a fire will help make sure we don't get cold at night 🙂,"Other-Need,Self-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0,0,"Evet, çok ihtiyacımız var. ailemde ateş sıcaklığıyla sıcaklık olmadığımız için emin olmaya yardımcı olacak."
44,218,4,Okay I am willing to take your offer as I think you need the firewood more than me and I could use the extra water for hygiene related issues.,"Showing-Empathy,Self-Need","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",0,0,0,0,0,1,1,0,0,0,"Tamam, teklifini benden daha fazla sıkıntıya ihtiyacın olduğunu düşünüyorum ve hijine bağlı meseleleri için daha fazla su kullanabilirim."
45,218,5,Thank you! I am grateful! ,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Teşekkür ederim!
46,218,6,You are very welcome!,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Çok hoş geldiniz!
47,218,7,I'm looking forward to this camping trip now knowing that we will have enough firewood to last🙂,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,Şimdi bu kamp yolcusu için beklemiyorum. Sonunda kalmak için yeterli yağmamız olacağını biliyorum.
48,218,8,Me too. Now that I have everything I really wanted it will be a blast. Have fun maybe I'll see you out there.,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,"Şimdi gerçekten istediğim her şeyim varsa, bunun bir çıkış olacak, eğlenceli olun, belki de orada görüşürüz."
49,218,9,Thank you! You too! Stay safe🙂,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Teşekkür ederim!
50,15,0,"Hi.  I am looking at possibly taking 3 of the food packages, 2 of the water packages and one of the firewood.  ",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Yemek paketlerinin 3'i almasına, su paketlerinden 2'i ve bir tanesini bakıyorum."
51,15,1,Hi. Why do you need so many food packages?,Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,Neden bu kadar yemek paketlerine ihtiyacın var?
52,15,2,"Well, I have two teenage boys who will be with me.  In normal circumstances they go through a lot of food.  While camping, hiking and kayaking I know we will need plenty to keep their energy level high to do everything.🙂",Other-Need,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,0,0,1,0,0,0,0,0,0,"Benimle birlikte olacak iki genç çocuğum var. Normal şartlarda birçok yemek üzerinde gidiyorlar. Kamp, yürüyüş ve kayaking, her şeyi yapmak için enerji seviyesini yüksek tutmak için çok ihtiyacımız var."
53,15,3,Well I will definitely need 2 packages of food and 2 of firewood for survival.,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,Kesinlikle iki yemek paketine ve hayatta yaşamak için 2 yağmurla ihtiyacım var.
54,15,4,I am definitely ok with giving you two of the firewood!!  Why do you need 2 packages of food?,Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,Neden iki yemek paketine ihtiyacınız var?
55,15,5,I have a very fast metabolism and a dog to take care of. Thanks for the firewood.,"Self-Need,Other-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0,0,Çok hızlı bir metabolism ve bir köpek dikkat etmek için sağ ol.
56,15,6,"Awe!  We have a dog as well, I love dogs!!  How about if you get 1 package of food, 1 water and 2 firewood?  Would that be sufficient for you?","Small-talk,Showing-Empathy","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",0,0,0,0,0,0,1,1,0,0,"Awe, bizde de bir köpek var, köpekleri seviyorum!"
57,15,7,I know I will need at least 2 packages of food. But you can have 2 of water.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Biliyorum, en azından iki yemek paketine ihtiyacım olacağım ama 2 su yapabiliyorsun."
58,15,8,"I'm so sorry, we're getting very close to the end and will need to make a decision very soon!  We can go without any firewood so How about you get all 2 firewood, 2 water and 1 food.  I will really need at least 2 packages of food for all of us.","Self-Need,Other-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0,0,"Çok üzgünüm, sonuna çok yaklaşıyoruz ve yakında bir karar vermeliyiz!"
59,15,9,That works for me,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Bu benim için işe yaratıyor.
60,16,0,"Hi, this is my first time camping and I want to make sure I have enough stuff.  I would like three food, three firewood, and two water.  What do you think?",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,"Merhaba, bu ilk kez kampım ve yeterli şeylerimi emin etmek istiyorum, üç yemek, üç alık ve iki su isterim."
61,16,1,"I have been camping a few times and pretty much know what I need to be comfortable and healthy.  Warmth and hydration are important for me.  So, I am thinking 2 firewood, 2 water and 0 food.","Small-talk,Self-Need","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,0,0,1,0,1,0,0,Birkaç kez kamp yapıyorum ve neye rahat ve sağlıklı olmam gerektiğini çok biliyorum.
62,16,2,"Since I have never been camping before, why do you think you need 2 firewood?",Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,Daha önce hiç kamp yapmadığımdan beri neden 2 yağma ihtiyacın var sanıyorsun?
63,16,3,"Unfortunately, I have arthritis so being sure to keep warm and the dampness away in the evening, heat is important for me.",Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,"Kusura bakma, artritim bu kadar sıcaklık ve akşamlarda sıcaklığın uzaklaşmasına emin oldum, sıcaklığın bana önemlidir."
64,16,4,Ok.  I am worried about animals and bugs so I would prefer 2 firewood.  But I am happy with the 3 food🙂,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,"Tamam, hayvanlar ve bıçaklar için endişeleniyorum, bu yüzden 2 yağmayı tercih ederim ama 3 yemekle mutluyum."
65,16,5,"Ok, how about we shift a bit as I hear you on the bugs and animals.  I think I can get by with one firewood and use extra covers and meds.  But, will need plenty of water and some food.  How about I take 1 firewood, 2 water and 2 food.","No-Need,Showing-Empathy","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",0,1,0,0,0,0,1,0,0,0,"Seni hayaletlerde duyduğum için biraz değiştirebiliriz, sanırım bir oda ile çıkarabilirim ve daha fazla kapları ve birlikte kullanabilirim ama birçok su ve bir yemek ihtiyacım var. 1 oda, 2 su ve 2 yemeği alıyorum."
66,16,6,"Ok, although I was thinking that I could probably find some firewood, but would prefer more water so I don't get dehydrated and can use it to wash and cook.  How about I take 1 firewood, 2 water, and 1 food","Self-Need,No-Need","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",0,1,0,0,0,1,0,0,0,0,"Tamam, muhtemelen oğlu bulabilirim diye düşünüyordum, ama daha fazla su tercih ederim ve onu yıkmam ve yemek için kullanamıyorum."
67,16,7,"Good thought on finding your own firewood.  I appreciate the offer of 2 firewood.  I can cut back on water for washing/cooking.  So how about I take 2 firewood, 1 water and 2 food",No-Need,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0,0,0,Kendi yıkını bulmak için iyi düşünüyorum. İki yumurta teklifine minnettarıyorum. . .. .. .. .. .. . .. .. .. .. .. .. .. .. .. .. .. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
68,16,8,ok that sounds fine🙂,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,İyi görünüyor.
69,16,9,"Great, thanks for understanding and working with me....and enjoy your first time camping🙂",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,"Harika, benimle birlikte çalışmak için teşekkürler ve ilk kez kamp seninle sevindim."
70,16,10,no problem🙂,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Problem yok
71,17,0,"Hello, how are you today?",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,"Merhaba, bugün nasılsın?"
72,17,1,"hello, I am good, I am very excited about this trip. how are you?",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,"Merhaba, iyiyim, bu yolculuk için çok heyecanlıyım."
73,17,2,"i am great, super excited about camping as well, are there any supplies that you really need?","Small-talk,Elicit-Pref","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,0,0,0,0,0,0,1,0,0,"Ayrıca kamp yapmak için çok heyecanlıyım, gerçekten ihtiyacın var mı?"
74,17,3,i really need water and food. we did not get enough of those.,"Self-Need,Other-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,1,0,0,0,0,Gerçekten su ve yemek ihtiyacım var.
75,17,4,"Those are my priorities as well, how about you get all the food and two firewoods, and i get all the water and one firewood, does that sound fair?",Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1,"Bunlar da benim ilk ilgilim, bütün yiyecek ve iki uyuşturucu alacaksın ve bütün su ve bir oğlu alıyorum, bu adil geliyor mu?"
76,17,5,"i would prefer water instead of food if possible, but i am sure we can work it out.",Promote-coordination,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,1,0,0,0,0,0,Yemek yemek yerine su tercih ederim ama eminim onu yapabiliriz.
77,17,6,"water is really important for me, how about i get two waters and three firewoods and you get three foods and one water?",Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,Su benim için gerçekten önemli. İki su ve üç ağaç alacağım ve üç yemek ve bir su alıyorsun?
78,17,7,i can work with 1 water 3 food and 1 firewood,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,1 su 3 yemek ve 1 avuç ile çalışabilirim.
79,17,8,ok that works for me,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Benim için çalışıyor.
80,17,9,"good, we used all the water to fix overheated car.",Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,"İyi, bütün suya kullandık."
81,18,0,"Hello, what are your preferences for food, water, and firewood?",Elicit-Pref,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0,0,"Merhaba, yiyecek, su ve avuç için ne tercih edin?"
82,18,1,"Hey, nice getting to interact with you. I would like to have additional packages of firewood and water",Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,"Hey, seninle iletişim almak güzel."
83,18,2,"Okay, I would like to have additional packages of food and water.",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Tamam, yemek ve su daha fazla paketleri yapmak istiyorum."
84,18,3,I would take 2 packages of firewood and 1 each of water and food. Let me know your thoughts.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"İki paket ve 1 su ve yemeği alırdım, fikirlerinizi anlatın."
85,18,4,I actually need 2 packages of firewood for making more fires when camping.,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,Aslında ateş yapmak için iki yağma paketine ihtiyacım var.
86,18,5,I can't take cold and would badly need to have more firewood.,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,Soğuk olamam ve daha fazla yatmak zorundayım.
87,18,6,I need more firewood to keep my food going.,Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,Yemeklerimi devam etmek için daha fazla yağma ihtiyacım var.
88,18,7,"I get it, in that case I'' take additional packages of food.",Showing-Empathy,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,0,0,0,0,0,1,0,0,0,"Anlıyorum, bunda daha fazla yemek paketleri alıyorum."
89,18,8,"I don't think so, because I need additional packages of food in case there is an emergency.",Self-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,"Sanmıyorum, çünkü acil bir acil olursa daha fazla yemek paketlerime ihtiyacım var."
90,18,9,I was under the impression you don't have the need for additional firewood as you mentioned you need additional of food and water. Let me know how many packages of item you need.,UV-Part,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,0,0,0,0,0,0,0,1,0,Yemek ve suya ihtiyacın gerektiğini söylediğin gibi daha fazla yağmadığınız hepsi altındaydım.
91,18,10,"You're right, I meant to say that I need additional food and water.",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,"Haklısın, daha fazla yemek ve suya ihtiyacım olduğunu söylemek istedim."
92,18,11,"So, let me know how much exactly do you want of each item",Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Her öğreden ne kadar istediğinizi anlat.
93,18,12,I would like 2 packages of food and 2 packages of water.,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,İki yiyecek paket ve 2 su paketleri istiyorum.
94,18,13,"In that case, I can take 2 packages of firewood. So , it would be a fair deal. I can share with you in case you have the need.","Vouch-Fair,UV-Part","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0,0,0,0,0,0,0,0,1,1,"Eğer ihtiyacınız varsa, sizinle paylaşabilirim."
95,18,14,"Okay, that is a fair deal then. It is settled.",Vouch-Fair,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,0,0,1,"Tamam, bu da adil bir anlaşma."
96,18,15,Thank you. Have a nice day ahead!,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,Teşekkür ederim.
97,18,16,Thank you. Have a nice day ahead too!,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,Teşekkür ederim.
98,19,0,Hello there,Non-strategic,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,Merhaba orada.
99,19,1,Hello. How are you?,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,"Merhaba, nasılsın?"
100,19,2,Great and yourself? Ready for this camping trip and take a break from modern civilization?,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,Bu kamp yolcusu için hazır mı ve modern şekildelikten uzaklaşıyor musun?
101,19,3,I'm doing well. Yes. This camping trip is badly needed!,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,"Evet, bu kamp yolculuk çok ihtiyacıdır!"
102,19,4,Indeed we have planned to do a lot of hiking and seeing the nature that is giving to us by god it will be a great wonderful time to serve with others and deepen our faith in the lord savior ,Small-talk,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,1,0,0,"Doğrudan çok yürüyüş yapmak ve Tanrı tarafından bize veren doğamı görmek için planlaştık ki, diğerleriyle hizmet etmek ve Rabbi Kurtarıcıya inanımızı artırmak büyük bir zaman olacak."
